major,researchExp,industryExp,toeflScore,greV,greQ,greA,univName,cgpaNorm
Computer Science,0,0,100.0,159.0,163.0,3.0,SUNY Buffalo,0.788
Computer Science,0,0,114.0,157.0,158.0,3.5,SUNY Buffalo,0.68
Mechanical Engineering,0,0,104.0,159.0,164.0,3.5,SUNY Buffalo,0.706
MIS,0,0,105.0,147.0,159.0,4.0,SUNY Buffalo,0.61
Industrial Engineering,0,0,113.0,157.0,164.0,4.5,SUNY Buffalo,0.849
MIS,0,0,106.0,148.0,158.0,3.5,SUNY Buffalo,0.72
MIS,0,0,108.0,155.0,156.0,3.5,SUNY Buffalo,0.71
MIS,0,60,109.0,149.0,161.0,4.0,SUNY Buffalo,0.75
MIS,0,0,105.0,150.0,164.0,3.5,SUNY Buffalo,0.69
Computer Science,0,0,98.0,156.0,163.0,3.0,SUNY Buffalo,0.73
Computer Science,0,18,114.0,157.0,157.0,4.0,SUNY Buffalo,0.8220000000000001
Computer Science,0,0,111.0,156.0,166.0,3.5,SUNY Buffalo,0.77
MIS,0,40,108.0,153.0,158.0,3.0,SUNY Buffalo,0.672
Mechanical Engineering,0,0,84.0,146.0,155.0,2.5,SUNY Buffalo,0.8240000000000001
Computer Science,0,0,103.0,154.0,159.0,4.0,SUNY Buffalo,0.79
Mechanical Engineering,0,0,104.0,144.0,159.0,3.5,SUNY Buffalo,0.83
Computer Science,0,0,102.0,158.0,166.0,3.0,SUNY Buffalo,0.82
Mechanical Engineering,0,0,100.0,148.0,159.0,3.0,SUNY Buffalo,0.73
Computer Science,0,0,93.0,160.0,159.0,3.0,SUNY Buffalo,0.7
Computer Science,0,0,113.0,163.0,167.0,3.5,SUNY Buffalo,0.857
Comp Science/Comp Networks/Comp Engg,0,0,106.0,153.0,164.0,3.5,SUNY Buffalo,0.76
Computer Science,0,0,101.0,150.0,168.0,3.0,SUNY Buffalo,0.69
Electrical Engineering,0,0,117.0,161.0,161.0,4.5,SUNY Buffalo,0.78
Electronics and Communication,0,0,92.0,155.0,161.0,3.0,SUNY Buffalo,0.9259999999999999
Electrical and Computer Engineering,0,0,100.0,146.0,166.0,2.5,SUNY Buffalo,0.851
MIS,0,0,103.0,160.0,159.0,3.5,SUNY Buffalo,0.8079999999999999
Electrical Engineering,0,0,105.0,155.0,160.0,3.5,SUNY Buffalo,0.71
Chemical Engineering,5,12,114.0,153.0,163.0,5.0,SUNY Buffalo,0.792
Mechanical Engineering,0,0,110.0,165.0,163.0,4.0,SUNY Buffalo,0.85
Electrical Engineering,0,0,102.0,147.0,160.0,3.0,SUNY Buffalo,0.745
Computer Science,0,48,118.0,158.0,165.0,4.0,SUNY Buffalo,0.845
Mechanical Engineering,0,29,108.0,153.0,164.0,3.5,SUNY Buffalo,0.818
Industrial Engineering,0,0,114.0,161.0,158.0,4.0,SUNY Buffalo,0.7
MIS-management related courses,0,0,108.0,152.0,159.0,3.0,SUNY Buffalo,0.7
Electrical Engineering,0,32,102.0,148.0,157.0,3.0,SUNY Buffalo,0.7505
MIS,0,0,114.0,153.0,161.0,4.0,SUNY Buffalo,0.68
MIS,0,0,110.0,153.0,161.0,4.0,SUNY Buffalo,0.748
Electronics and Communication,0,0,85.0,143.0,159.0,3.5,SUNY Buffalo,0.79
CS,0,30,108.0,163.0,163.0,4.0,SUNY Buffalo,0.749
Computer Science,0,0,115.0,159.0,166.0,4.0,SUNY Buffalo,0.8320000000000001
MIS,0,0,112.0,154.0,151.0,3.0,SUNY Buffalo,0.56
Mechanical Engineering,0,48,111.0,153.0,160.0,4.0,SUNY Buffalo,0.705
Computer Science,0,0,111.0,154.0,161.0,3.5,SUNY Buffalo,0.77
Electrical Engineering,0,0,111.0,159.0,161.0,3.5,SUNY Buffalo,0.858
Computer Science,0,18,106.0,149.0,162.0,4.0,SUNY Buffalo,0.84
Industrial Engineering,0,0,103.0,148.0,164.0,3.0,SUNY Buffalo,0.7
Computer Engineering,0,66,109.0,155.0,166.0,2.5,SUNY Buffalo,0.786
Management Information System,0,0,112.0,158.0,165.0,4.0,SUNY Buffalo,0.8019999999999999
Computer Science,0,0,108.0,162.0,166.0,3.5,SUNY Buffalo,0.68
Electrical and computer science,0,0,112.0,154.0,163.0,3.5,SUNY Buffalo,0.8560000000000001
Electrical and Computer Engineering,0,0,94.0,154.0,161.0,3.0,SUNY Buffalo,0.81
Computer Science,0,18,108.0,152.0,163.0,3.5,SUNY Buffalo,0.8800000000000001
Electrical Engineering,0,0,109.0,147.0,157.0,3.0,SUNY Buffalo,0.867
MIS,0,0,103.0,147.0,164.0,3.5,SUNY Buffalo,0.8380000000000001
CS,0,0,109.0,152.0,162.0,3.5,SUNY Buffalo,0.672
MIS,0,0,109.0,144.0,160.0,3.0,SUNY Buffalo,0.7
Computer Science,0,0,108.0,158.0,164.0,3.0,SUNY Buffalo,0.72
Mechanical Engineering,0,0,105.0,158.0,156.0,4.5,SUNY Buffalo,0.642
Mechanical Engineering,0,0,89.0,149.0,155.0,2.5,SUNY Buffalo,0.784
Computer Science,0,0,101.0,150.0,162.0,4.0,SUNY Buffalo,0.82
Computer Science,0,0,101.0,146.0,164.0,3.5,SUNY Buffalo,0.71
Computer Engineering,0,0,103.0,149.0,163.0,4.5,SUNY Buffalo,0.77
Industrial Engineering,0,0,111.0,154.0,157.0,4.0,SUNY Buffalo,0.78
Computer Science,0,0,94.0,159.0,166.0,3.0,SUNY Buffalo,0.68
Computer Science,0,0,111.0,159.0,163.0,3.5,SUNY Buffalo,0.61
Computer Science,0,0,96.0,161.0,156.0,3.5,SUNY Buffalo,0.9349999999999999
Computer Science,0,0,110.0,157.0,164.0,3.0,SUNY Buffalo,0.8009999999999999
MIS-management related courses,0,0,88.0,145.0,157.0,3.5,SUNY Buffalo,0.8800000000000001
Computer Science,0,0,107.0,164.0,156.0,3.0,SUNY Buffalo,0.74
Chemical Engineering,0,0,108.0,158.0,157.0,4.0,SUNY Buffalo,0.8844
Management Information System,0,0,113.0,159.0,161.0,4.0,SUNY Buffalo,0.7456999999999999
Computer Science,0,0,89.0,160.0,158.0,3.0,SUNY Buffalo,0.63
Computer Science,0,0,105.0,162.0,155.0,3.5,SUNY Buffalo,0.75
Electrical Engineering,6,0,105.0,154.0,161.0,3.0,SUNY Buffalo,0.782
Computer Science,0,29,113.0,161.0,161.0,4.0,SUNY Buffalo,0.715
Computer Science,0,0,113.0,165.0,158.0,4.5,SUNY Buffalo,0.62
Industrial Engineering,0,0,112.0,162.0,166.0,3.5,SUNY Buffalo,0.71
Computer Science,0,0,109.0,158.0,159.0,4.0,SUNY Buffalo,0.67
Computer Engineering / Computer Networking / Computer Science,0,0,117.0,161.0,159.0,4.0,SUNY Buffalo,0.843
Computer Science,0,29,117.0,163.0,156.0,5.0,SUNY Buffalo,0.68
Computer Science,0,0,111.0,156.0,159.0,4.0,SUNY Buffalo,0.71
Electronics and Communication,0,0,96.0,155.0,164.0,3.0,SUNY Buffalo,0.778
Civil Engineering,0,1,107.0,154.0,159.0,3.5,SUNY Buffalo,0.7849999999999999
MIS-management related courses,0,0,107.0,163.0,166.0,3.0,SUNY Buffalo,0.58
Computer Science,0,0,117.0,162.0,169.0,4.5,SUNY Buffalo,0.8
Computer Engineering,4,28,107.0,151.0,166.0,4.0,SUNY Buffalo,0.77
Computer Science,0,0,106.0,155.0,161.0,3.5,SUNY Buffalo,0.932
Computer Science,0,0,99.0,150.0,169.0,3.5,SUNY Buffalo,0.76
MIS,0,0,108.0,153.0,159.0,4.0,SUNY Buffalo,0.72
Electronics and Communication,0,24,96.0,146.0,161.0,3.0,SUNY Buffalo,0.708
MIS,0,0,99.0,150.0,163.0,4.0,SUNY Buffalo,0.765
MIS,0,0,100.0,152.0,163.0,3.0,SUNY Buffalo,0.72
Electronics and Communication,0,0,109.0,153.0,164.0,4.0,SUNY Buffalo,0.7444
MIS-management related courses,0,0,106.0,151.0,155.0,3.0,SUNY Buffalo,0.8125
Electronics and Communication,0,0,111.0,154.0,166.0,3.5,SUNY Buffalo,0.77
MIS,0,0,115.0,156.0,157.0,4.0,SUNY Buffalo,0.7
Computer Science,0,0,114.0,158.0,164.0,3.0,SUNY Buffalo,0.795
Computer Science,0,0,114.0,157.0,165.0,3.0,SUNY Buffalo,0.593
Computer Science,0,0,85.0,145.0,162.0,3.0,SUNY Buffalo,0.8230000000000001
Aerospace Engineering,0,0,102.0,162.0,163.0,3.5,SUNY Buffalo,0.58
Computer Science,0,0,115.0,158.0,164.0,3.5,SUNY Buffalo,0.85
MIS,0,0,93.0,151.0,161.0,3.0,SUNY Buffalo,0.65
Chemical Engineering,0,0,110.0,162.0,170.0,3.5,SUNY Buffalo,0.663
Computer Science,0,0,102.0,152.0,164.0,3.0,SUNY Buffalo,0.67
Mechanical Engineering,0,0,111.0,156.0,162.0,4.0,SUNY Buffalo,0.77
Computer Science,0,0,115.0,161.0,166.0,4.5,SUNY Buffalo,0.83
Computer Science,0,0,107.0,153.0,163.0,3.5,SUNY Buffalo,0.68
Computer Science,0,0,96.0,151.0,163.0,2.5,SUNY Buffalo,0.54
Computer Science,0,0,114.0,164.0,166.0,3.0,SUNY Buffalo,0.68
Mechanical Engineering,0,0,100.0,154.0,157.0,3.0,SUNY Buffalo,0.62
Mechanical Engineering,0,0,98.0,154.0,161.0,3.5,SUNY Buffalo,0.5835
MIS,0,48,105.0,150.0,163.0,3.5,SUNY Buffalo,0.0812
Computer Science,0,0,114.0,154.0,159.0,5.0,SUNY Buffalo,0.76
Computer Science,0,0,112.0,165.0,163.0,4.0,SUNY Buffalo,0.8109999999999999
MIS,0,0,110.0,167.0,161.0,4.0,SUNY Buffalo,0.63
Computer Science,0,0,111.0,156.0,166.0,3.5,SUNY Buffalo,0.817
Computer Engineering,0,0,106.0,149.0,168.0,3.5,SUNY Buffalo,0.74
MIS,0,0,112.0,157.0,165.0,4.0,SUNY Buffalo,0.79
Industrial Engineering,0,0,102.0,150.0,168.0,3.0,SUNY Buffalo,0.747
Computer Science,0,46,95.0,151.0,161.0,3.0,SUNY Buffalo,0.705
Computer Science,0,0,104.0,162.0,164.0,3.5,SUNY Buffalo,0.8470000000000001
Computer Science,0,0,100.0,164.0,166.0,3.5,SUNY Buffalo,0.75
MIS,0,18,113.0,148.0,161.0,3.5,SUNY Buffalo,0.805
MIS,0,0,109.0,160.0,157.0,3.5,SUNY Buffalo,0.825
Computer Science,0,0,107.0,157.0,158.0,4.0,SUNY Buffalo,0.66
Computer Science,0,0,100.0,154.0,166.0,3.5,SUNY Buffalo,0.6709999999999999
Mechanical Engineering,0,0,98.0,143.0,157.0,4.5,SUNY Buffalo,0.7068000000000001
Mechanical Engineering,0,0,98.0,146.0,167.0,4.0,SUNY Buffalo,0.65
Mechanical Engineering,0,0,98.0,143.0,157.0,4.5,SUNY Buffalo,0.7068000000000001
Computer Science,0,0,110.0,159.0,161.0,3.5,SUNY Buffalo,0.64
Electrical Engineering,0,0,101.0,158.0,166.0,2.5,SUNY Buffalo,0.701
Computer Science,0,0,102.0,156.0,166.0,4.0,SUNY Buffalo,0.63
Computer Science,0,0,117.0,161.0,169.0,4.5,SUNY Buffalo,0.892
Computer Science,0,24,107.0,160.0,166.0,3.0,SUNY Buffalo,0.614
Computer Science,0,12,112.0,162.0,166.0,4.5,SUNY Buffalo,0.8218
Computer Science,0,0,106.0,159.0,166.0,4.0,SUNY Buffalo,0.66
Computer Science,0,0,115.0,158.0,164.0,5.5,SUNY Buffalo,0.78
MIS-management related courses,0,0,107.0,150.0,159.0,4.0,SUNY Buffalo,0.68
Computer Science,0,0,104.0,154.0,163.0,3.5,SUNY Buffalo,0.735
Computer Science,0,0,110.0,156.0,166.0,3.0,SUNY Buffalo,0.7
Computer Science,0,0,108.0,159.0,163.0,3.0,SUNY Buffalo,0.66
Civil Engineering,0,0,117.0,159.0,167.0,3.5,SUNY Buffalo,0.849
Computer Science,0,0,105.0,154.0,164.0,3.0,SUNY Buffalo,0.93
MIS,0,48,99.0,153.0,162.0,3.5,SUNY Buffalo,0.7
Computer Science,0,0,111.0,162.0,161.0,4.5,SUNY Buffalo,0.759
Computer Science,0,0,99.0,151.0,168.0,3.0,SUNY Buffalo,0.752
Computer Science,0,0,106.0,153.0,162.0,3.5,SUNY Buffalo,0.67
Computer Science,0,0,101.0,147.0,165.0,4.0,SUNY Buffalo,0.62
MIS,0,0,101.0,162.0,166.0,3.0,SUNY Buffalo,0.688
Computer Science,0,0,114.0,161.0,164.0,4.0,SUNY Buffalo,0.59
Computer Science,0,0,114.0,163.0,164.0,4.0,SUNY Buffalo,0.73
MIS,0,0,95.0,158.0,159.0,3.0,SUNY Buffalo,0.735
Computer Science,0,0,112.0,158.0,159.0,4.0,SUNY Buffalo,0.9075
Electrical Engineering,0,0,89.0,149.0,155.0,2.5,SUNY Buffalo,0.7483
Mechanical Engineering,0,24,89.0,144.0,161.0,3.0,SUNY Buffalo,0.6566
MIS,0,0,106.0,156.0,164.0,3.0,SUNY Buffalo,0.688
MIS,0,0,102.0,153.0,162.0,3.5,SUNY Buffalo,0.6772
Computer Science,0,0,109.0,157.0,155.0,3.5,SUNY Buffalo,0.747
CS,0,48,112.0,152.0,170.0,3.0,SUNY Buffalo,0.757
Computer Science,0,0,102.0,150.0,170.0,4.0,SUNY Buffalo,0.6386999999999999
MIS,0,0,101.0,156.0,163.0,3.0,SUNY Buffalo,0.7356
Computer Science,0,0,111.0,158.0,163.0,3.5,SUNY Buffalo,0.73
Business Analytics,0,0,105.0,150.0,165.0,3.0,SUNY Buffalo,0.71
Computer Science,0,0,108.0,148.0,165.0,3.0,SUNY Buffalo,0.74
Computer Science,0,0,106.0,158.0,160.0,3.5,SUNY Buffalo,0.9460000000000001
Computer Science,0,0,109.0,154.0,160.0,3.0,SUNY Buffalo,0.74
Computer Science,0,0,107.0,160.0,164.0,3.5,SUNY Buffalo,0.743
Comp Science/Comp Networks/Comp Engg,0,0,112.0,165.0,164.0,4.0,SUNY Buffalo,0.645
Industrial Engineering,0,0,115.0,163.0,166.0,4.0,SUNY Buffalo,0.63
Electrical Engineering,0,0,104.0,149.0,162.0,3.5,SUNY Buffalo,0.65
Computer Science,0,42,95.0,153.0,161.0,3.0,SUNY Buffalo,0.63
Computer Science,0,0,107.0,158.0,164.0,3.0,SUNY Buffalo,0.85
Industrial Engineering,0,0,115.0,159.0,169.0,4.0,SUNY Buffalo,0.75
Computer Science,0,0,108.0,164.0,166.0,4.0,SUNY Buffalo,0.75
Industrial Engineering,0,12,93.0,149.0,160.0,3.0,SUNY Buffalo,0.8
Computer Science,0,0,106.0,157.0,162.0,3.5,SUNY Buffalo,0.69
Industrial Engineering,0,0,106.0,160.0,164.0,3.0,SUNY Buffalo,0.85
Computer Science,0,10,108.0,155.0,164.0,4.5,SUNY Buffalo,0.9259999999999999
Information Systems,0,0,115.0,162.0,157.0,3.5,SUNY Buffalo,0.74
MIS,0,29,97.0,155.0,166.0,3.0,SUNY Buffalo,0.73
Computer Science,0,0,105.0,147.0,163.0,3.0,SUNY Buffalo,0.84
MIS,0,0,102.0,154.0,160.0,4.5,SUNY Buffalo,0.6
Industrial Engineering,0,0,108.0,152.0,167.0,3.0,SUNY Buffalo,0.7976
Computer Science,0,30,107.0,161.0,160.0,3.5,SUNY Buffalo,0.717
Electrical Engineering,0,0,108.0,155.0,161.0,4.0,SUNY Buffalo,0.7874
Electronics and Communication,0,0,105.0,152.0,156.0,3.5,SUNY Buffalo,0.79
Computer Science,0,36,107.0,152.0,162.0,3.5,SUNY Buffalo,0.75
Mechanical Engineering,0,0,104.0,162.0,163.0,3.0,SUNY Buffalo,0.9099999999999999
Computer Science,0,0,107.0,150.0,166.0,3.5,SUNY Buffalo,0.79
Computer Science,0,0,99.0,152.0,168.0,3.5,SUNY Buffalo,0.667
Industrial Engineering,0,0,105.0,148.0,160.0,3.5,SUNY Buffalo,0.67
Civil Engineering,0,0,100.0,144.0,164.0,3.5,SUNY Buffalo,0.899
Computer Engineering,0,0,95.0,150.0,161.0,3.0,SUNY Buffalo,0.77
Computer Science,0,0,99.0,152.0,162.0,3.5,SUNY Buffalo,0.901
MIS,0,0,97.0,156.0,157.0,3.0,SUNY Buffalo,0.74
Electronics and Communication,0,0,92.0,146.0,159.0,3.0,SUNY Buffalo,0.8699999999999999
Computer Science,0,57,104.0,149.0,169.0,3.0,SUNY Buffalo,0.73
Electrical and Electronics,0,0,104.0,155.0,164.0,3.0,SUNY Buffalo,0.8235800000000001
Computer Science,0,0,108.0,156.0,165.0,3.5,SUNY Buffalo,0.9259999999999999
Industrial Engineering,0,0,98.0,146.0,169.0,3.5,SUNY Buffalo,0.8109999999999999
Computer Science,0,0,103.0,155.0,161.0,3.5,SUNY Buffalo,0.7115
Mechanical Engineering,0,0,107.0,159.0,158.0,3.5,SUNY Buffalo,0.727
Industrial Engineering,0,0,92.0,154.0,156.0,3.5,SUNY Buffalo,0.67
MIS,0,0,102.0,154.0,159.0,3.5,SUNY Buffalo,0.63
Computer Science,0,0,104.0,152.0,168.0,3.0,SUNY Buffalo,0.884
Comp Science/Comp Networks/Comp Engg,0,0,111.0,162.0,163.0,4.0,SUNY Buffalo,0.67
Industrial Engineering,0,0,110.0,156.0,170.0,4.0,SUNY Buffalo,0.709
Computer Science,0,0,90.0,158.0,163.0,3.0,SUNY Buffalo,0.74
MIS-management related courses,0,0,111.0,158.0,164.0,4.0,SUNY Buffalo,0.787
Industrial Engineering,0,0,97.0,147.0,169.0,3.0,SUNY Buffalo,0.61
Computer Science,0,0,97.0,154.0,159.0,3.5,SUNY Buffalo,0.7504000000000001
Computer Science,0,0,104.0,149.0,165.0,3.0,SUNY Buffalo,0.79
Computer Science,0,0,107.0,153.0,166.0,4.0,SUNY Buffalo,0.674
Computer Science,0,0,105.0,153.0,164.0,3.0,SUNY Buffalo,0.0832
Computer Science,6,7,107.0,150.0,167.0,3.5,SUNY Buffalo,0.753
Electrical Engineering,0,0,109.0,152.0,168.0,3.0,SUNY Buffalo,0.643
Computer Science,0,0,101.0,159.0,159.0,2.5,SUNY Buffalo,0.6613
Computer Science,0,0,104.0,151.0,163.0,3.5,SUNY Buffalo,0.62
Computer Science,0,0,114.0,161.0,166.0,4.0,SUNY Buffalo,0.77
Aerospace Engineering,0,0,103.0,156.0,160.0,3.5,SUNY Buffalo,0.869
Computer Science,0,0,118.0,159.0,163.0,4.5,SUNY Buffalo,0.071
Mechanical Engineering,0,0,93.0,145.0,164.0,3.0,SUNY Buffalo,0.6729999999999999
Computer Science,0,0,110.0,157.0,165.0,3.5,SUNY Buffalo,0.7
Civil Engineering,0,0,114.0,155.0,165.0,4.0,SUNY Buffalo,0.841
Computer Science,0,24,98.0,143.0,166.0,3.0,SUNY Buffalo,0.91
Industrial Engineering,0,0,111.0,150.0,164.0,3.5,SUNY Buffalo,0.8242
Computer Science,0,32,109.0,157.0,169.0,4.0,SUNY Buffalo,0.72
Computer Science,0,0,96.0,154.0,166.0,3.0,SUNY Buffalo,0.78
CS / MSIS / ITM,0,0,110.0,157.0,165.0,4.0,SUNY Buffalo,0.82
Computer Science,0,0,99.0,150.0,162.0,3.0,SUNY Buffalo,0.6583
MIS,0,29,106.0,149.0,156.0,3.5,SUNY Buffalo,0.0
Computer Science,0,0,103.0,159.0,158.0,3.5,SUNY Buffalo,0.6145
Mechanical Engineering,0,0,103.0,148.0,159.0,3.5,SUNY Buffalo,0.77
Computer Science,0,29,102.0,147.0,163.0,3.0,SUNY Buffalo,0.95
Computer Science,0,0,106.0,156.0,165.0,3.0,SUNY Buffalo,0.756
Electronics and Communication,0,0,81.0,141.0,164.0,3.0,SUNY Buffalo,0.69
Computer Science,0,0,108.0,157.0,156.0,3.5,SUNY Buffalo,0.75
Computer Science,12,0,88.0,156.0,167.0,2.5,SUNY Buffalo,0.78
Industrial Engineering,0,0,98.0,149.0,159.0,2.5,SUNY Buffalo,0.6826000000000001
Computer Science,0,0,113.0,152.0,164.0,4.0,SUNY Buffalo,0.8
Computer Science,0,0,100.0,158.0,163.0,3.5,SUNY Buffalo,0.8140000000000001
Computer Science,0,0,113.0,155.0,165.0,3.5,SUNY Buffalo,0.602
Computer Science,0,0,113.0,164.0,166.0,4.0,SUNY Buffalo,0.8029999999999999
Computer Science,0,0,95.0,155.0,160.0,3.0,SUNY Buffalo,0.72
Computer Science,0,0,110.0,151.0,164.0,3.5,SUNY Buffalo,0.845
Industrial Engineering,0,0,100.0,153.0,157.0,4.5,SUNY Buffalo,0.8400000000000001
MIS,0,0,110.0,160.0,158.0,4.0,SUNY Buffalo,0.63
Computer Science,0,0,113.0,156.0,162.0,3.5,SUNY Buffalo,0.77
Computer Science,0,0,112.0,170.0,155.0,4.5,SUNY Buffalo,0.72
Computer Science,0,0,106.0,158.0,160.0,3.5,SUNY Buffalo,0.73
CS,0,0,100.0,152.0,158.0,3.0,SUNY Buffalo,0.68
Mechanical Engineering,0,0,116.0,157.0,162.0,3.0,SUNY Buffalo,0.63
MIS,0,0,104.0,150.0,170.0,3.0,SUNY Buffalo,0.72
Mechanical Engineering,0,0,102.0,164.0,161.0,3.5,SUNY Buffalo,0.6548
Computer Science,0,58,91.0,152.0,162.0,3.5,SUNY Buffalo,0.65
Computer Science,0,0,110.0,158.0,166.0,4.0,SUNY Buffalo,0.657
Industrial Engineering,0,48,108.0,154.0,163.0,3.5,SUNY Buffalo,0.828
CS / MSIS / ITM,0,0,92.0,170.0,145.0,3.0,SUNY Buffalo,0.7969999999999999
Mechanical Engineering,0,0,115.0,161.0,168.0,4.0,Stanford University,0.9099999999999999
Electrical Engineering,0,0,100.0,152.0,164.0,3.5,Stanford University,0.906
Electrical Engineering,0,0,112.0,155.0,166.0,4.5,Stanford University,0.9269999999999999
MIS,0,36,118.0,165.0,166.0,5.5,Stanford University,0.91
Computer Engineering,0,0,114.0,161.0,166.0,4.5,Stanford University,0.8
Civil Engineering,5,24,107.0,162.0,159.0,3.5,Stanford University,0.884
Computer Science,0,0,111.0,165.0,166.0,5.0,Stanford University,0.9480000000000001
MIS,0,0,107.0,159.0,160.0,4.0,Stanford University,0.75
Computer Science,0,0,119.0,166.0,166.0,4.5,Stanford University,0.985
Electrical Engineering,0,0,104.0,159.0,161.0,3.5,Stanford University,0.9179999999999999
Civil Engineering,0,0,110.0,164.0,166.0,5.0,Stanford University,0.8119999999999999
Engineering Management,0,0,117.0,165.0,164.0,4.0,Stanford University,0.8
Civil Engineering,10,0,112.0,155.0,170.0,5.0,Stanford University,0.922
Computer Science,0,0,118.0,170.0,166.0,5.0,Stanford University,0.9189999999999999
Computer Science,0,0,117.0,169.0,166.0,5.0,Stanford University,0.93
Civil Engineering,0,0,115.0,156.0,163.0,4.5,Stanford University,0.8869999999999999
Computer Science,0,0,118.0,170.0,169.0,5.0,Stanford University,0.8
Electronics and Communication,0,0,118.0,154.0,168.0,4.0,Stanford University,0.73
Electrical Engineering,0,0,116.0,166.0,166.0,3.0,Stanford University,0.82
Civil Engineering,0,0,118.0,168.0,166.0,4.0,Stanford University,0.945
Electrical Engineering,0,0,105.0,168.0,164.0,4.5,Stanford University,0.747
Civil Engineering,0,0,114.0,156.0,164.0,4.0,Stanford University,0.9800000000000001
Computer Engineering,0,0,98.0,145.0,165.0,3.0,Stanford University,0.78
Industrial Engineering,0,0,109.0,162.0,166.0,4.0,Stanford University,0.8400000000000001
Engineering Management,0,0,110.0,158.0,166.0,5.0,Stanford University,0.7132999999999999
Engineering Management,0,0,115.0,168.0,166.0,4.5,Stanford University,0.855
Electronics and Communication,0,0,117.0,164.0,168.0,5.0,Stanford University,0.951
Mechanical Engineering,12,0,100.0,152.0,170.0,3.0,Stanford University,0.9470000000000001
Mechanical Engineering,0,0,111.0,169.0,159.0,4.0,Stanford University,0.954
Electronics and Communication,0,2,104.0,151.0,166.0,3.5,Stanford University,0.898
Computer Science,0,0,99.0,155.0,166.0,3.0,Rutgers University New Brunswick/Piscataway,0.8880000000000001
Electrical Engineering,0,0,110.0,154.0,167.0,4.0,Rutgers University New Brunswick/Piscataway,0.6306
Computer Science,0,0,107.0,162.0,166.0,4.5,Rutgers University New Brunswick/Piscataway,0.8099999999999999
Computer Science,2,7,115.0,158.0,167.0,4.0,Rutgers University New Brunswick/Piscataway,0.7170000000000001
Computer Science,0,0,114.0,155.0,168.0,4.5,Rutgers University New Brunswick/Piscataway,0.708
Electrical Engineering,0,0,108.0,150.0,161.0,3.0,Rutgers University New Brunswick/Piscataway,0.8400000000000001
Mechanical Engineering,0,6,107.0,151.0,165.0,4.0,Rutgers University New Brunswick/Piscataway,0.742
Computer Science,0,0,98.0,154.0,166.0,3.5,Rutgers University New Brunswick/Piscataway,0.78
Computer Science,0,0,97.0,153.0,166.0,3.0,Rutgers University New Brunswick/Piscataway,0.674
Computer Science,0,21,110.0,153.0,168.0,4.0,Rutgers University New Brunswick/Piscataway,0.69
Industrial Engineering,0,0,102.0,165.0,166.0,3.0,Rutgers University New Brunswick/Piscataway,0.92
Mechanical Engineering,0,0,99.0,150.0,160.0,3.0,Rutgers University New Brunswick/Piscataway,0.7609999999999999
Electrical Engineering,0,0,105.0,151.0,164.0,3.5,Rutgers University New Brunswick/Piscataway,0.56
Industrial Engineering,0,18,98.0,152.0,170.0,3.5,Rutgers University New Brunswick/Piscataway,0.7947
Computer Science,6,24,111.0,160.0,169.0,4.5,Rutgers University New Brunswick/Piscataway,0.782
Electrical Engineering,0,12,114.0,153.0,163.0,4.0,Rutgers University New Brunswick/Piscataway,0.925
Computer Engineering,0,0,110.0,161.0,163.0,4.0,Rutgers University New Brunswick/Piscataway,0.829
Electrical Engineering,0,0,107.0,156.0,163.0,3.0,Rutgers University New Brunswick/Piscataway,0.86
Computer Science,0,0,112.0,160.0,164.0,4.0,Rutgers University New Brunswick/Piscataway,0.8099999999999999
Electrical Engineering,0,0,107.0,146.0,160.0,3.5,Rutgers University New Brunswick/Piscataway,0.8254
Electrical Engineering,0,0,114.0,165.0,166.0,4.5,Rutgers University New Brunswick/Piscataway,0.806
Mechanical Engineering,0,0,98.0,162.0,156.0,3.0,Rutgers University New Brunswick/Piscataway,0.68
Electronics and Communication,0,0,113.0,159.0,170.0,4.5,Rutgers University New Brunswick/Piscataway,0.9099999999999999
Electronics and Communication,0,0,114.0,164.0,166.0,4.0,Rutgers University New Brunswick/Piscataway,0.65
Mechanical Engineering,0,0,106.0,164.0,161.0,3.0,Rutgers University New Brunswick/Piscataway,0.59
Electrical Engineering,0,0,111.0,158.0,160.0,4.0,Rutgers University New Brunswick/Piscataway,0.8470000000000001
Industrial Engineering,0,0,101.0,152.0,163.0,3.5,Rutgers University New Brunswick/Piscataway,0.852
Electrical Engineering,0,0,113.0,160.0,164.0,4.5,Rutgers University New Brunswick/Piscataway,0.8800000000000001
Electrical Engineering,0,0,111.0,154.0,166.0,3.5,Rutgers University New Brunswick/Piscataway,0.706
Computer Science,0,0,110.0,165.0,163.0,4.0,Rutgers University New Brunswick/Piscataway,0.67
Chemical Engineering,0,0,99.0,158.0,161.0,3.0,Rutgers University New Brunswick/Piscataway,0.875
Electrical Engineering,0,0,106.0,156.0,163.0,4.0,Rutgers University New Brunswick/Piscataway,0.89
Computer Science,0,0,112.0,154.0,164.0,4.0,Rutgers University New Brunswick/Piscataway,0.715
Electrical Engineering,0,0,110.0,162.0,160.0,3.5,Rutgers University New Brunswick/Piscataway,0.8699999999999999
Mechanical Engineering,0,0,95.0,142.0,160.0,3.0,Rutgers University New Brunswick/Piscataway,0.71
Computer Engineering,0,0,114.0,156.0,163.0,3.5,Rutgers University New Brunswick/Piscataway,0.893
Electrical Engineering,0,0,93.0,153.0,163.0,3.5,Rutgers University New Brunswick/Piscataway,0.79
