major,researchExp,industryExp,toeflScore,greV,greQ,greA,univName,cgpaNorm
Mechanical Engineering,0,0,91.0,159.0,166.0,2.0,Rutgers University New Brunswick/Piscataway,0.744
Electronics and Communication,0,0,106.0,160.0,159.0,4.0,Rutgers University New Brunswick/Piscataway,0.84
Computer Science,0,0,109.0,154.0,164.0,4.0,Rutgers University New Brunswick/Piscataway,0.69
Computer Science,0,0,104.0,150.0,162.0,3.5,Rutgers University New Brunswick/Piscataway,0.873
Aerospace Engineering,12,0,113.0,154.0,163.0,4.5,Rutgers University New Brunswick/Piscataway,0.735
Electronics and Communication,0,0,102.0,149.0,161.0,3.5,Rutgers University New Brunswick/Piscataway,0.818
Computer Science,0,0,82.0,144.0,158.0,3.0,Rutgers University New Brunswick/Piscataway,0.67
Electronics and Communication,0,0,103.0,154.0,166.0,3.0,Rutgers University New Brunswick/Piscataway,0.8130000000000001
Mechanical Engineering,0,0,104.0,155.0,160.0,3.0,Rutgers University New Brunswick/Piscataway,0.6156
Electrical Engineering,0,0,102.0,158.0,166.0,4.0,Rutgers University New Brunswick/Piscataway,0.772
Electronics and Communication,0,0,113.0,154.0,161.0,3.0,Rutgers University New Brunswick/Piscataway,0.763
Industrial Engineering,0,0,106.0,159.0,160.0,4.0,Rutgers University New Brunswick/Piscataway,0.7
Electronics and Communication,0,0,113.0,162.0,160.0,4.5,Rutgers University New Brunswick/Piscataway,0.79
Chemical Engineering,0,0,113.0,151.0,162.0,4.5,Rutgers University New Brunswick/Piscataway,0.833
Electrical Engineering,0,0,100.0,143.0,166.0,2.5,Rutgers University New Brunswick/Piscataway,0.6
Industrial Engineering,0,0,113.0,158.0,166.0,3.5,Rutgers University New Brunswick/Piscataway,0.78
Computer Science,0,0,114.0,164.0,166.0,3.5,Rutgers University New Brunswick/Piscataway,0.828
Chemical Engineering,0,0,108.0,162.0,166.0,3.5,Rutgers University New Brunswick/Piscataway,0.71
Biotechnology,0,0,114.0,153.0,162.0,4.0,Rutgers University New Brunswick/Piscataway,0.7
Computer Science,0,0,105.0,157.0,167.0,4.0,Rutgers University New Brunswick/Piscataway,0.7271
Computer Science,0,54,117.0,158.0,170.0,4.0,Rutgers University New Brunswick/Piscataway,0.716
Computer Science,0,0,101.0,145.0,164.0,3.5,Rutgers University New Brunswick/Piscataway,0.7615999999999999
Industrial Engineering,0,0,115.0,152.0,162.0,3.5,Rutgers University New Brunswick/Piscataway,0.0834
Computer Science,0,0,110.0,160.0,164.0,4.0,Rutgers University New Brunswick/Piscataway,0.767
Electrical Engineering,0,0,97.0,155.0,159.0,3.0,Rutgers University New Brunswick/Piscataway,0.79
Electronics and Communication,0,0,102.0,149.0,168.0,3.0,Rutgers University New Brunswick/Piscataway,0.77
Industrial Engineering,0,0,93.0,154.0,152.0,4.0,Rutgers University New Brunswick/Piscataway,0.7092
Mechanical Engineering,0,0,108.0,157.0,161.0,4.0,Rutgers University New Brunswick/Piscataway,0.833
Electronics & Communication,0,0,110.0,162.0,159.0,3.5,Rutgers University New Brunswick/Piscataway,0.7030000000000001
Civil Engineering,0,0,116.0,162.0,157.0,4.0,Rutgers University New Brunswick/Piscataway,0.7492
Computer Science,0,0,106.0,150.0,165.0,3.0,Rutgers University New Brunswick/Piscataway,0.78
Electronics and Communication,0,0,110.0,155.0,170.0,3.5,Rutgers University New Brunswick/Piscataway,0.9259999999999999
Mechanical Engineering,0,0,103.0,155.0,161.0,3.5,Rutgers University New Brunswick/Piscataway,0.8278
Computer Science,0,0,108.0,151.0,161.0,4.0,Rutgers University New Brunswick/Piscataway,0.7567
Mechanical Engineering,0,0,110.0,152.0,164.0,3.5,Rutgers University New Brunswick/Piscataway,0.73
Computer Science,0,0,108.0,155.0,166.0,4.0,Rutgers University New Brunswick/Piscataway,0.81
Computer Science,0,0,108.0,153.0,168.0,3.0,Rutgers University New Brunswick/Piscataway,0.765
Electronics and Communication,0,0,114.0,154.0,162.0,3.5,Rutgers University New Brunswick/Piscataway,0.8310000000000001
Computer Science,0,0,110.0,161.0,166.0,4.0,Rutgers University New Brunswick/Piscataway,0.853
Computer Engineering,0,0,103.0,152.0,157.0,3.0,Rutgers University New Brunswick/Piscataway,0.7120000000000001
Industrial Engineering,0,0,108.0,156.0,166.0,3.5,Rutgers University New Brunswick/Piscataway,0.873
Electronics and Communication,0,0,111.0,163.0,164.0,4.5,Rutgers University New Brunswick/Piscataway,0.9199999999999999
Electrical Engineering,0,0,109.0,155.0,163.0,3.5,Rutgers University New Brunswick/Piscataway,0.705
Computer Science,0,0,103.0,150.0,166.0,3.0,Rutgers University New Brunswick/Piscataway,0.845
Biomedical Engineering,0,0,101.0,154.0,163.0,3.5,Rutgers University New Brunswick/Piscataway,0.792
Electronics and Communication,0,0,90.0,150.0,168.0,3.5,Rutgers University New Brunswick/Piscataway,0.8310000000000001
Computer Science,0,42,104.0,150.0,165.0,3.5,Rutgers University New Brunswick/Piscataway,0.82
Computer Engineering,0,0,109.0,156.0,161.0,4.5,Rutgers University New Brunswick/Piscataway,0.7
Electrical and Computer Engineering,0,0,112.0,164.0,166.0,3.0,Rutgers University New Brunswick/Piscataway,0.78
Mechanical Engineering,0,0,110.0,154.0,163.0,3.5,Rutgers University New Brunswick/Piscataway,0.74
Electronics and Communication,0,0,108.0,152.0,166.0,4.0,Rutgers University New Brunswick/Piscataway,0.7709999999999999
Computer Science,0,0,114.0,159.0,168.0,4.5,Rutgers University New Brunswick/Piscataway,0.78
Electrical Engineering,0,0,109.0,153.0,164.0,4.0,Rutgers University New Brunswick/Piscataway,0.8880000000000001
Computer Engineering,0,0,119.0,156.0,163.0,4.0,Rutgers University New Brunswick/Piscataway,0.713
Electrical Engineering,0,0,100.0,156.0,166.0,3.0,Rutgers University New Brunswick/Piscataway,0.906
Biotechnology,0,0,85.0,151.0,163.0,2.5,Rutgers University New Brunswick/Piscataway,0.8006
Computer Science,0,24,111.0,157.0,170.0,4.5,Rutgers University New Brunswick/Piscataway,0.8140000000000001
Computer Science,0,0,102.0,157.0,164.0,3.0,Rutgers University New Brunswick/Piscataway,0.74
Industrial Engineering,0,0,108.0,148.0,164.0,4.5,Rutgers University New Brunswick/Piscataway,0.6533
Electronics and Communication,0,0,108.0,160.0,166.0,3.5,Rutgers University New Brunswick/Piscataway,0.679
Computer Science,14,0,100.0,152.0,168.0,3.0,Rutgers University New Brunswick/Piscataway,0.6658
Computer Science,0,0,104.0,160.0,166.0,3.0,Rutgers University New Brunswick/Piscataway,0.675
Computer Science,0,0,104.0,158.0,163.0,4.0,Rutgers University New Brunswick/Piscataway,0.65
Mechanical Engineering,0,0,112.0,157.0,163.0,4.0,Rutgers University New Brunswick/Piscataway,0.71
Mechanical Engineering,11,23,114.0,164.0,157.0,3.5,Rutgers University New Brunswick/Piscataway,0.6
Electronics and Communication,0,0,103.0,159.0,163.0,4.0,Rutgers University New Brunswick/Piscataway,0.85
Electrical Engineering,0,0,97.0,154.0,160.0,3.5,Rutgers University New Brunswick/Piscataway,0.63
Electronics and Communication,0,0,101.0,152.0,160.0,3.5,Rutgers University New Brunswick/Piscataway,0.73
Industrial Engineering,0,0,90.0,149.0,164.0,4.0,Rutgers University New Brunswick/Piscataway,0.828
Electronics and Communication,0,0,97.0,147.0,161.0,3.5,Rutgers University New Brunswick/Piscataway,0.71
Electrical Engineering,0,0,107.0,160.0,160.0,4.0,Rutgers University New Brunswick/Piscataway,0.89
Computer Science,0,31,113.0,161.0,170.0,5.0,Rutgers University New Brunswick/Piscataway,0.773
Biotechnology,0,0,102.0,159.0,164.0,3.0,Rutgers University New Brunswick/Piscataway,0.82
Computer Science,0,0,118.0,161.0,165.0,4.0,Rutgers University New Brunswick/Piscataway,0.6962999999999999
Computer Science,0,19,105.0,150.0,165.0,3.5,Rutgers University New Brunswick/Piscataway,0.8119999999999999
Electrical Engineering,0,0,108.0,154.0,159.0,3.5,Rutgers University New Brunswick/Piscataway,0.9099999999999999
Computer Engineering,0,0,96.0,160.0,163.0,3.0,Rutgers University New Brunswick/Piscataway,0.66
Computer Science,0,0,114.0,160.0,169.0,5.0,Rutgers University New Brunswick/Piscataway,0.62
Industrial Engineering,0,0,117.0,155.0,165.0,4.5,Rutgers University New Brunswick/Piscataway,0.8789999999999999
Computer Engineering,0,0,104.0,158.0,168.0,3.0,Rutgers University New Brunswick/Piscataway,0.8550000000000001
Electrical Engineering,0,0,110.0,153.0,162.0,3.5,Rutgers University New Brunswick/Piscataway,0.8710000000000001
Computer Engineering / Computer Networking / Computer Science,0,0,110.0,156.0,161.0,4.5,Rutgers University New Brunswick/Piscataway,0.6879000000000001
Computer Science,0,0,110.0,156.0,161.0,3.0,Rutgers University New Brunswick/Piscataway,0.74
Civil Engineering,0,0,102.0,157.0,166.0,4.0,Rutgers University New Brunswick/Piscataway,0.64
Mechanical Engineering,0,0,105.0,151.0,170.0,4.0,Rutgers University New Brunswick/Piscataway,0.655
Electrical & Computer Engineering,0,0,102.0,149.0,161.0,3.0,Rutgers University New Brunswick/Piscataway,0.8
Computer Science,0,36,100.0,154.0,170.0,3.0,Rutgers University New Brunswick/Piscataway,0.75
Mechanical Engineering,0,0,111.0,165.0,166.0,3.0,Rutgers University New Brunswick/Piscataway,0.52
Computer Science,0,0,113.0,161.0,168.0,3.5,Rutgers University New Brunswick/Piscataway,0.8300000000000001
Computer Science,0,19,104.0,155.0,169.0,3.0,Rutgers University New Brunswick/Piscataway,0.7170000000000001
Chemical Engineering,0,0,108.0,160.0,164.0,4.0,Rutgers University New Brunswick/Piscataway,0.79
Computer Engineering,0,24,107.0,158.0,165.0,5.5,Rutgers University New Brunswick/Piscataway,0.749
Mechanical Engineering,0,0,107.0,164.0,156.0,4.0,Rutgers University New Brunswick/Piscataway,0.64
Electrical Engineering,0,0,103.0,148.0,160.0,2.5,Rutgers University New Brunswick/Piscataway,0.8699999999999999
Computer Science,0,38,108.0,149.0,170.0,3.5,Rutgers University New Brunswick/Piscataway,0.7126
Computer Science,0,0,105.0,154.0,166.0,3.0,Rutgers University New Brunswick/Piscataway,0.68
Electrical Engineering,0,0,93.0,155.0,163.0,3.0,Rutgers University New Brunswick/Piscataway,0.56
Mechanical Engineering,0,0,108.0,156.0,161.0,3.5,Rutgers University New Brunswick/Piscataway,0.6729999999999999
Civil Engineering,0,0,84.0,144.0,157.0,3.0,Rutgers University New Brunswick/Piscataway,0.7545000000000001
Computer Science,0,0,94.0,154.0,166.0,3.0,Rutgers University New Brunswick/Piscataway,0.786
Computer Science,0,0,112.0,156.0,166.0,3.5,Rutgers University New Brunswick/Piscataway,0.834
Computer Science,0,0,115.0,159.0,159.0,4.0,Rutgers University New Brunswick/Piscataway,0.7743000000000001
Computer Science,0,0,101.0,152.0,169.0,2.0,Rutgers University New Brunswick/Piscataway,0.858
Computer Engineering,0,0,103.0,154.0,162.0,3.5,Rutgers University New Brunswick/Piscataway,0.79
Civil Engineering,0,0,104.0,156.0,155.0,3.0,Rutgers University New Brunswick/Piscataway,0.71
Computer Science,0,0,108.0,158.0,166.0,3.5,Rutgers University New Brunswick/Piscataway,0.596
Electrical Engineering,0,0,100.0,144.0,167.0,5.0,Rutgers University New Brunswick/Piscataway,0.66
Electrical Engineering,0,0,112.0,152.0,165.0,4.0,Rutgers University New Brunswick/Piscataway,0.8720000000000001
Computer Science,0,0,102.0,156.0,168.0,4.5,Rutgers University New Brunswick/Piscataway,0.6312
Management Information System,0,0,106.0,152.0,162.0,3.5,Rutgers University New Brunswick/Piscataway,0.7809999999999999
Chemical Engineering,2,0,96.0,146.0,165.0,3.0,Rutgers University New Brunswick/Piscataway,0.728
Chemical Engineering,0,0,108.0,158.0,157.0,4.0,Rutgers University New Brunswick/Piscataway,0.8844
Computer Engineering,0,0,118.0,157.0,165.0,4.5,Rutgers University New Brunswick/Piscataway,0.68
Electrical Engineering,0,0,102.0,163.0,166.0,3.5,Rutgers University New Brunswick/Piscataway,0.8859999999999999
Industrial Engineering,0,0,99.0,163.0,165.0,3.5,Rutgers University New Brunswick/Piscataway,0.713
Mechanical Engineering,0,0,115.0,157.0,163.0,4.5,Rutgers University New Brunswick/Piscataway,0.8320000000000001
Electronics and Communication,0,0,91.0,162.0,160.0,3.0,Rutgers University New Brunswick/Piscataway,0.75
Electronics and Communication,0,0,110.0,161.0,164.0,4.0,Rutgers University New Brunswick/Piscataway,0.73
Electrical Engineering,0,0,89.0,149.0,162.0,3.5,Rutgers University New Brunswick/Piscataway,0.836
Computer Science,0,0,99.0,150.0,165.0,3.0,Rutgers University New Brunswick/Piscataway,0.8300000000000001
Chemical Engineering,0,0,110.0,162.0,170.0,3.5,Rutgers University New Brunswick/Piscataway,0.663
Electrical Engineering,0,0,95.0,151.0,163.0,3.5,Rutgers University New Brunswick/Piscataway,0.767
Computer Science,0,0,112.0,161.0,166.0,4.0,Rutgers University New Brunswick/Piscataway,0.845
Computer Engineering,0,0,108.0,156.0,164.0,4.0,Rutgers University New Brunswick/Piscataway,0.7
Computer Science,0,0,112.0,155.0,167.0,3.0,Rutgers University New Brunswick/Piscataway,0.74
Computer Science,0,0,118.0,158.0,164.0,4.0,Rutgers University New Brunswick/Piscataway,0.81
Industrial Engineering,0,12,93.0,149.0,160.0,3.0,Rutgers University New Brunswick/Piscataway,0.8
Electrical and Electronics,0,0,109.0,152.0,160.0,4.0,Rutgers University New Brunswick/Piscataway,0.718
Industrial Engineering,0,29,110.0,155.0,164.0,3.5,Rutgers University New Brunswick/Piscataway,0.833
Electrical Engineering,0,0,115.0,156.0,158.0,4.0,Rutgers University New Brunswick/Piscataway,0.79
Electrical & Computer Engineering,0,0,110.0,146.0,164.0,3.0,Rutgers University New Brunswick/Piscataway,0.75
Computer Science,0,0,112.0,158.0,161.0,4.0,Rutgers University New Brunswick/Piscataway,0.9
Electrical Engineering,0,0,95.0,149.0,163.0,3.0,Rutgers University New Brunswick/Piscataway,0.76
Chemical Engineering,0,0,108.0,160.0,163.0,4.0,Rutgers University New Brunswick/Piscataway,0.6734
Electrical Engineering,0,0,109.0,152.0,168.0,3.0,Rutgers University New Brunswick/Piscataway,0.643
Industrial Engineering,0,0,93.0,158.0,160.0,3.0,Rutgers University New Brunswick/Piscataway,0.75
Computer Engineering,0,0,101.0,147.0,160.0,3.0,Rutgers University New Brunswick/Piscataway,0.8
Mechanical Engineering,0,0,103.0,148.0,159.0,3.5,Rutgers University New Brunswick/Piscataway,0.77
Computer Science,0,0,112.0,170.0,155.0,4.5,Rutgers University New Brunswick/Piscataway,0.72
Mechanical Engineering,0,0,111.0,154.0,161.0,4.5,Purdue University,0.7849999999999999
Industrial Engineering,0,24,113.0,159.0,170.0,4.0,Purdue University,0.77
Electronics and Communication,0,0,106.0,156.0,170.0,3.5,Purdue University,0.9720000000000001
Aerospace Engineering,0,0,107.0,152.0,159.0,4.0,Purdue University,0.865
Industrial Engineering,0,0,113.0,161.0,168.0,4.5,Purdue University,0.74
Aerospace Engineering,0,0,108.0,154.0,166.0,4.0,Purdue University,0.826
Comp Science/Comp Networks/Comp Engg,0,0,102.0,154.0,163.0,3.0,Purdue University,0.76
Electrical and Computer Engineering,0,0,104.0,146.0,155.0,4.0,Purdue University,0.7
Electrical Engineering,0,0,116.0,158.0,170.0,4.0,Purdue University,0.852
Industrial Engineering,0,0,120.0,159.0,166.0,3.5,Purdue University,0.89
Computer Engineering,0,45,110.0,159.0,170.0,4.0,Purdue University,0.7140000000000001
Information Security,0,24,106.0,156.0,166.0,4.0,Purdue University,0.71
Civil Engineering,0,0,117.0,158.0,170.0,4.5,Purdue University,0.9269999999999999
Aerospace Engineering,0,0,116.0,154.0,166.0,4.0,Purdue University,0.69
Civil Engineering,0,0,105.0,152.0,161.0,3.5,Purdue University,0.69
Computer Engineering,0,0,101.0,163.0,163.0,4.0,Purdue University,0.975
Mechanical Engineering,0,0,106.0,162.0,166.0,3.0,Purdue University,0.9
Mechanical Engineering,0,0,111.0,156.0,168.0,3.0,Purdue University,0.795
Electronics and Communication,0,0,113.0,162.0,170.0,5.0,Purdue University,0.6799999999999999
Electrical Engineering,0,0,82.0,147.0,168.0,3.5,Purdue University,0.931
Electrical Engineering,0,0,119.0,170.0,160.0,5.5,Purdue University,0.8079999999999999
Mechanical Engineering,0,0,106.0,149.0,158.0,4.0,Purdue University,0.898
Industrial Engineering,0,0,118.0,164.0,169.0,4.0,Purdue University,0.9029999999999999
Mechanical Engineering,0,0,109.0,161.0,166.0,3.5,Purdue University,0.8480000000000001
Computer Science,0,0,111.0,156.0,163.0,3.5,Purdue University,0.9269999999999999
Electrical and Electronics,0,0,110.0,158.0,170.0,4.0,Purdue University,0.9800000000000001
Mechanical Engineering,0,0,106.0,151.0,170.0,4.0,Purdue University,0.884
Industrial Engineering,0,0,98.0,154.0,154.0,4.0,Purdue University,0.82
Mechanical Engineering,0,0,111.0,148.0,167.0,4.0,Purdue University,0.8939999999999999
Aerospace Engineering,0,0,116.0,164.0,160.0,5.0,Purdue University,0.916
Aerospace Engineering,0,0,107.0,155.0,168.0,3.0,Purdue University,0.8539999999999999
Mechanical Engineering,0,0,107.0,152.0,161.0,3.5,Purdue University,0.8949999999999999
Aerospace Engineering,0,0,117.0,164.0,166.0,3.5,Purdue University,0.9460000000000001
Industrial Engineering,0,0,112.0,158.0,168.0,5.0,Purdue University,0.9
Computer Engineering,0,0,115.0,153.0,166.0,3.5,Purdue University,0.9099999999999999
Electrical Engineering,0,0,107.0,158.0,166.0,3.0,Purdue University,0.9
Information Security,0,0,104.0,151.0,161.0,3.5,Purdue University,0.575
Aerospace Engineering,0,0,118.0,160.0,166.0,5.5,Purdue University,0.9875
Electrical Engineering,0,0,112.0,155.0,166.0,4.5,Purdue University,0.9269999999999999
Mechanical Engineering,0,0,106.0,157.0,159.0,3.5,Purdue University,0.64
Electrical Engg/ comp engg,0,0,102.0,152.0,165.0,3.0,Purdue University,0.818
Industrial Engineering,0,0,106.0,153.0,166.0,4.5,Purdue University,0.8009999999999999
Materials Science & Engineering,0,0,111.0,160.0,167.0,4.5,Purdue University,0.9112
Electrical Engineering,0,0,115.0,166.0,170.0,4.0,Purdue University,0.805
Mechanical Engineering,0,0,116.0,158.0,170.0,4.5,Purdue University,0.61
Civil Engineering,0,0,107.0,155.0,166.0,3.0,Purdue University,0.9380000000000001
Industrial Engineering,0,0,118.0,161.0,164.0,3.5,Purdue University,0.81
Electrical & Computer Engineering,0,0,114.0,161.0,165.0,4.0,Purdue University,0.9
Electrical Engineering,0,0,107.0,155.0,166.0,3.0,Purdue University,0.9109999999999999
Information Technology,0,0,97.0,144.0,159.0,4.0,Purdue University,0.86
Civil Engineering,0,0,109.0,155.0,170.0,3.5,Purdue University,0.8
Electronics and Communication,0,0,114.0,164.0,166.0,5.5,Purdue University,0.906
Computer Engineering,0,0,105.0,154.0,168.0,3.5,Purdue University,0.943
Aerospace Engineering,12,0,115.0,164.0,163.0,4.0,Purdue University,0.873
Civil Engineering,5,24,107.0,162.0,159.0,3.5,Purdue University,0.884
Aerospace Engineering,0,0,116.0,162.0,166.0,4.0,Purdue University,0.82
Electronics and Communication,0,0,111.0,154.0,169.0,3.5,Purdue University,0.9400000000000001
Electrical and Computer Engineering,0,0,116.0,153.0,168.0,4.0,Purdue University,0.8
Computer Engineering,0,0,82.0,148.0,167.0,3.0,Purdue University,0.867
Electrical Engineering,0,0,115.0,165.0,166.0,4.0,Purdue University,0.72
Electrical and Computer Engineering,0,0,84.0,139.0,166.0,3.5,Purdue University,0.9800000000000001
Mechanical Engineering,0,0,112.0,159.0,166.0,4.5,Purdue University,0.8779999999999999
Aerospace Engineering,0,0,103.0,153.0,163.0,3.5,Purdue University,0.8640000000000001
Electrical Engineering,0,0,112.0,164.0,170.0,4.0,Purdue University,0.6409
Industrial Engineering,0,0,107.0,157.0,164.0,4.5,Purdue University,0.916
Civil Engineering,0,0,116.0,161.0,160.0,3.0,Purdue University,0.86
Mechanical Engineering,0,0,112.0,153.0,165.0,3.5,Purdue University,0.905
Computer Science,0,0,109.0,164.0,164.0,4.5,Purdue University,0.933
Industrial Engineering,0,0,107.0,153.0,161.0,4.0,Purdue University,0.881
Computer Science,0,0,114.0,156.0,163.0,4.0,Purdue University,0.8470000000000001
Computer Science,0,0,111.0,156.0,166.0,4.0,Purdue University,0.866
Computer Science,0,0,113.0,154.0,164.0,3.0,Purdue University,0.9119999999999999
Electrical Engineering,0,0,109.0,152.0,166.0,3.5,Purdue University,0.931
Industrial Engineering,0,0,102.0,154.0,163.0,3.5,Purdue University,0.7144999999999999
Chemical Engineering,0,0,112.0,162.0,169.0,5.0,Purdue University,0.922
Computer Engineering,0,0,109.0,156.0,166.0,3.5,Purdue University,0.89
Electrical and Computer Engineering,0,0,111.0,156.0,165.0,3.5,Purdue University,0.9259999999999999
Computer Engineering,0,0,107.0,159.0,166.0,3.0,Purdue University,0.8640000000000001
Aerospace Engineering,0,0,110.0,155.0,166.0,3.5,Purdue University,0.834
Computer Science,0,0,106.0,156.0,164.0,3.5,Purdue University,0.851
Aerospace Engineering,0,0,98.0,159.0,163.0,3.5,Purdue University,0.89
Industrial Engineering,0,0,107.0,158.0,166.0,3.5,Purdue University,0.885
Electronics and Communication,0,0,111.0,157.0,164.0,3.5,Purdue University,0.891
Civil Engineering,0,0,100.0,150.0,160.0,3.5,Purdue University,0.917
Civil Engineering,0,0,105.0,151.0,166.0,3.5,Purdue University,0.8400000000000001
Industrial Engineering,0,0,112.0,154.0,168.0,4.0,Purdue University,0.9199999999999999
Industrial Engineering,0,10,100.0,151.0,170.0,3.5,Purdue University,0.74
Electrical Engineering,2,9,114.0,155.0,165.0,4.5,Purdue University,0.8460000000000001
Computer Science,0,41,107.0,152.0,158.0,3.0,Purdue University,0.924
Mechanical Engineering,0,0,110.0,157.0,168.0,4.5,Purdue University,0.9460000000000001
Electrical Engineering,0,0,116.0,163.0,167.0,5.5,Purdue University,0.881
Information Security,36,60,105.0,161.0,152.0,3.0,Purdue University,0.89
Civil Engineering,0,0,115.0,156.0,163.0,4.5,Purdue University,0.8869999999999999
Mechanical Engineering,0,0,117.0,165.0,166.0,6.0,Purdue University,0.74
Mechanical Engineering,0,0,110.0,161.0,163.0,4.0,Purdue University,0.8400000000000001
MIS,0,0,105.0,156.0,160.0,4.0,Purdue University,0.925
Mechanical Engineering,0,18,114.0,155.0,165.0,3.0,Purdue University,0.877
Information Security,0,0,117.0,156.0,163.0,4.0,Purdue University,0.8400000000000001
Electrical Engineering,0,0,107.0,157.0,166.0,3.0,Purdue University,0.89
Electrical Engineering,0,0,113.0,158.0,163.0,4.0,Purdue University,0.884
Aerospace Engineering,0,0,110.0,154.0,161.0,4.0,Purdue University,0.86
Electrical and Computer Engineering,0,14,112.0,157.0,170.0,3.5,Purdue University,0.8400000000000001
Civil Engineering,0,0,112.0,155.0,163.0,4.5,Purdue University,0.891
Mechanical Engineering,0,0,103.0,156.0,164.0,3.5,Purdue University,0.818
Mechanical Engineering,0,0,110.0,156.0,163.0,4.0,Purdue University,0.853
Mechanical Engineering,0,0,116.0,160.0,166.0,4.0,Purdue University,0.8960000000000001
Mechanical Engineering,0,0,110.0,152.0,170.0,4.0,Purdue University,0.8619999999999999
Aerospace Engineering,0,0,116.0,165.0,166.0,5.0,Purdue University,0.8300000000000001
Computer Science,0,0,104.0,153.0,161.0,3.5,Purdue University,0.943
Computer Science,0,0,116.0,161.0,165.0,5.0,Purdue University,0.9279999999999999
